Наименование;Производитель ;Цена;Ссылка
Комплексный набор Пребиотики для всей семьи - со скидкой 20%;NoData;1 061;/product/617b8ed07f1a4d18e27411e3/
Набор Компливит с пониж. содержанием сахара + Компливит Диабет - со скидкой 25%;КОМПЛИВИТ ;368;/product/617b7b3c7f1a4d18e273eda8/
Комплексный набор Лечение ОРВИ у детей от 5 лет  - со скидкой 20%;NoData;1 114;/product/617b8fcf7b4b7dd816b5f063/
Комплексный набор Лечим простуду - со скидкой 20%;Фармстандарт-Лексредства ОАО ;1 283;/product/617b90934f36d4e1229611ca/
УНДЕВИТ;Алтайвитамины АО ;38;/product/undevit-n50-drazhe-altajvitaminy-601cf1a30d5906258f2f3d0f/
ДИАБЕТОН МВ;СЕРВЬЕ РУС ООО ;223;/product/diabeton-mv-006-n30-tabl-modif-vysvob-5e3267c965b5ab0001650e60/
Комплексный набор Лечение ОРВИ у детей с 7 лет + витаминная поддержка - со скидкой 20%;NoData;1 437;/product/617b8fbe5d4489e07f380151/
САКСЕНДА;Ново Нордиск А/С ;15 556;/product/saksenda-0006ml-3ml-n3-kartridzh-v-shpricz-ruchke-r-r-pk-60e30c0e3d3dfb3f048e315a/
НАБОР ДЮСПАТАЛИН 0,135 N50 ТАБЛ П/О + КРЕОН 10000 10000ЕД N50 КАПС КИШЕЧНОРАСТВОР закажи со скидкой 12%;КРЕОН ;1 042;/product/61815e0f245abd4d789cfe52/
Набор из 2-х упаковок Аципол капс.  по специальной цене;ЛЕККО  ЗАО ;678;/product/612dedf4ca44b7119951be7a/
АЛЬФАГАН Р;Аллерган Сейлс ЛЛС ;706;/product/alfagan-r-015-5ml-flakkap-gl-kap-5e32778965b5ab00016587f8/
РЕСТАСИС;Аллерган Сейлс ЛЛС ;4 476;/product/restasis-005-04ml-n30-flak-gl-kapli-5e3277d1ca7bdc000193454f/
СТЕЛФРИН СУПРА;Гротекс ООО ;711;/product/stelfrin-supra-25-10ml-n1-flak-kapli-glaznye-5e32740d65b5ab00016568fa/
ТАУФОН;Фармстандарт-УфаВИТА ОАО ;126;/product/taufon-4-10ml-flakkap-kapli-glaznye-indup-farmstandart-60c1e3f6a70001d1422844db/
ОКУМЕТИЛ;ВИПС-МЕД ФИРМА ООО ;280;/product/okumetil-10ml--gl-kapli-flakkap-6167f77eee294ec9e703a0b9/
ТАУРИН;ЛЕККО  ЗАО ;27;/product/taurin-4-10ml-n1-flakkap-gl-kapli-5e326bc8ca7bdc000192e96d/
СУЛЬФАЦИЛ НАТРИЯ (АЛЬБУЦИД);ЛЕККО  ЗАО ;58;/product/sulfaczil-natriya-albuczid-20-10ml-flakkap-kapli-glaz-5e327a26f5a9ae000141104c/
КАНДИБИОТИК;Гленмарк Фармасьютикалз Лтд ;381;/product/kandibiotik-5ml-ushnye-kapli-5e3266c265b5ab0001650530/
Набор из 2х упаковок препаратов ЭНТЕРОЛ 0,25 N20 ПАК ПОР Д/СУСП и ОТИПАКС 16,0 КАПЛИ УШНЫЕ со скидкой 20%;Биокодекс ;840;/product/61110e2a5b1451b1bd8f42ab/
НАБОР БРИМ АНТИГЛАУ ЭКО 0,002/МЛ 5МЛ N1 ФЛАК КАПЛИ ГЛАЗНЫЕ + СУПЕРОПТИК N30 КАПС закажи со скидкой 10%;NoData;511;/product/61559473221bacad4c6d049c/
НАБОР ДОРТИМОЛ АНТИГЛАУ ЭКО 0,02/МЛ+0,005/МЛ 5МЛ N1 ФЛАК КАПЛИ ГЛАЗНЫЕ + СУПЕРОПТИК N30 КАПС закажи со скидкой 10%;NoData;576;/product/615593bf921729be8b472dda/
Набор из 2х упаковок препаратов ЭНТЕРОЛ 0,25 N10 ПАК ПОР Д/СУСП и ОТИПАКС 16,0 КАПЛИ УШНЫЕ со скидкой 10%;Биокодекс ;728;/product/611372c85b0cf07fa9af6877/
Набор из 2х упаковок препаратов А-ЦЕРУМЕН ПЛЮС СР-ВО Д/ПРОМЫВ УШНОГО ПРОХ 40МЛ СПРЕЙ и ОТИПАКС 16,0 КАПЛИ УШНЫЕ со скидкой 20%;NoData;858;/product/61110d718a2a386de77aa59c/
Набор ДОРЗОПТ ПЛЮС 0,02/МЛ+0,005/МЛ 5МЛ ГЛ КАПЛИ ФЛ/КАП по супер цене!;К.О.Ромфарм Компани С.Р.Л. ;4 524;/product/6177c5006b040ae22c9f55bc/
Набор ДОРЗОПТ ПЛЮС 0,02/МЛ+0,005/МЛ 5МЛ ГЛ КАПЛИ ФЛ/КАП по выгодной цене!;К.О.Ромфарм Компани С.Р.Л. ;2 312;/product/6177c4c48a6d4b05fbed587d/
ДОРЗОПТ ПЛЮС;К.О.Ромфарм Компани С.Р.Л. ;854;/product/dorzopt-plyus-002ml0005ml-5ml-gl-kapli-flkap-5e32777ff5a9ae000140f8fd/
Набор ОТИПАКС 16,0 КАПЛИ УШНЫЕ 2 уп., со скидкой 10%;Биокодекс ;712;/product/6113770cd77ececae330f7c5/
ОТИПАКС;Биокодекс ;396;/product/otipaks-160-kapli-ushnye-5e326bd7ca7bdc000192e9f7/
ДОРЗОПТ;К.О.Ромфарм Компани С.Р.Л. ;293;/product/dorzopt-2-5ml-gl-kapli-flakkap-5e326d57f5a9ae000140aabf/
ВИКСИПИН;Гротекс, ООО ;332;/product/viksipin-1-10ml-gl-kapli-flak-5e327901ca7bdc0001934ef9/
НАБОР ДОРТИМОЛ АНТИГЛАУ ЭКО 0,02/МЛ+0,005/МЛ 5МЛ N1+БРИМ АНТИГЛАУ ЭКО 0,002/МЛ 5МЛ N1 терапия глаукомы по специальной цене;Варшавский фармацевтический завод Польфа АО ;579;/product/60b7b6064a3b6760d9e5c012/
НАБОР ПРОЛАТАН 0,005% 2,5МЛ  3 МЕСЯЦА ТЕРАПИИ ПО СПЕЦИАЛЬНОЙ ЦЕНЕ !;Сентисс Фарма Пвт. Лтд. ;1 072;/product/617a42a741796633b3cb8bc0/
НАБОР КСАЛАТАН 0,005% 2,5МЛ N3 ГЛ КАПЛИ ФЛАК/КАП закажи 2 упаковки по специальной цене;Пфайзер МФГ Бельгия Н.В. ;2 886;/product/617a396e757eca8b6a784ec2/
НАБОР ИРИФРИН 2,5% 5МЛ ГЛ КАПЛИ 2 КУРСА ТЕРАПИИ ПО СПЕЦИАЛЬНОЙ ЦЕНЕ !;NoData;1 034;/product/617a44bb757eca8b6a7875e0/
ИРИФРИН;Сентисс Фарма Пвт. Лтд. ;653;/product/irifrin-25-5ml-flakkap-gl-kapli-5e3268c3ca7bdc000192d1f7/
АЛЬФАГАН Р;Аллерган Сейлс ЛЛС ;706;/product/alfagan-r-015-5ml-flakkap-gl-kap-5e32778965b5ab00016587f8/
РЕСТАСИС;Аллерган Сейлс ЛЛС ;4 476;/product/restasis-005-04ml-n30-flak-gl-kapli-5e3277d1ca7bdc000193454f/
СТЕЛФРИН СУПРА;Гротекс ООО ;711;/product/stelfrin-supra-25-10ml-n1-flak-kapli-glaznye-5e32740d65b5ab00016568fa/
ТАУФОН;Фармстандарт-УфаВИТА ОАО ;126;/product/taufon-4-10ml-flakkap-kapli-glaznye-indup-farmstandart-60c1e3f6a70001d1422844db/
ОКУМЕТИЛ;ВИПС-МЕД ФИРМА ООО ;280;/product/okumetil-10ml--gl-kapli-flakkap-6167f77eee294ec9e703a0b9/
ТАУРИН;ЛЕККО  ЗАО ;27;/product/taurin-4-10ml-n1-flakkap-gl-kapli-5e326bc8ca7bdc000192e96d/
СУЛЬФАЦИЛ НАТРИЯ (АЛЬБУЦИД);ЛЕККО  ЗАО ;58;/product/sulfaczil-natriya-albuczid-20-10ml-flakkap-kapli-glaz-5e327a26f5a9ae000141104c/
КАНДИБИОТИК;Гленмарк Фармасьютикалз Лтд ;381;/product/kandibiotik-5ml-ushnye-kapli-5e3266c265b5ab0001650530/
Набор из 2х упаковок препаратов ЭНТЕРОЛ 0,25 N20 ПАК ПОР Д/СУСП и ОТИПАКС 16,0 КАПЛИ УШНЫЕ со скидкой 20%;Биокодекс ;840;/product/61110e2a5b1451b1bd8f42ab/
НАБОР БРИМ АНТИГЛАУ ЭКО 0,002/МЛ 5МЛ N1 ФЛАК КАПЛИ ГЛАЗНЫЕ + СУПЕРОПТИК N30 КАПС закажи со скидкой 10%;NoData;511;/product/61559473221bacad4c6d049c/
НАБОР ДОРТИМОЛ АНТИГЛАУ ЭКО 0,02/МЛ+0,005/МЛ 5МЛ N1 ФЛАК КАПЛИ ГЛАЗНЫЕ + СУПЕРОПТИК N30 КАПС закажи со скидкой 10%;NoData;576;/product/615593bf921729be8b472dda/
Набор из 2х упаковок препаратов ЭНТЕРОЛ 0,25 N10 ПАК ПОР Д/СУСП и ОТИПАКС 16,0 КАПЛИ УШНЫЕ со скидкой 10%;Биокодекс ;728;/product/611372c85b0cf07fa9af6877/
Набор из 2х упаковок препаратов А-ЦЕРУМЕН ПЛЮС СР-ВО Д/ПРОМЫВ УШНОГО ПРОХ 40МЛ СПРЕЙ и ОТИПАКС 16,0 КАПЛИ УШНЫЕ со скидкой 20%;NoData;858;/product/61110d718a2a386de77aa59c/
Набор ДОРЗОПТ ПЛЮС 0,02/МЛ+0,005/МЛ 5МЛ ГЛ КАПЛИ ФЛ/КАП по супер цене!;К.О.Ромфарм Компани С.Р.Л. ;4 524;/product/6177c5006b040ae22c9f55bc/
Набор ДОРЗОПТ ПЛЮС 0,02/МЛ+0,005/МЛ 5МЛ ГЛ КАПЛИ ФЛ/КАП по выгодной цене!;К.О.Ромфарм Компани С.Р.Л. ;2 312;/product/6177c4c48a6d4b05fbed587d/
ДОРЗОПТ ПЛЮС;К.О.Ромфарм Компани С.Р.Л. ;854;/product/dorzopt-plyus-002ml0005ml-5ml-gl-kapli-flkap-5e32777ff5a9ae000140f8fd/
Набор ОТИПАКС 16,0 КАПЛИ УШНЫЕ 2 уп., со скидкой 10%;Биокодекс ;712;/product/6113770cd77ececae330f7c5/
ОТИПАКС;Биокодекс ;396;/product/otipaks-160-kapli-ushnye-5e326bd7ca7bdc000192e9f7/
ДОРЗОПТ;К.О.Ромфарм Компани С.Р.Л. ;293;/product/dorzopt-2-5ml-gl-kapli-flakkap-5e326d57f5a9ae000140aabf/
ВИКСИПИН;Гротекс, ООО ;332;/product/viksipin-1-10ml-gl-kapli-flak-5e327901ca7bdc0001934ef9/
НАБОР ДОРТИМОЛ АНТИГЛАУ ЭКО 0,02/МЛ+0,005/МЛ 5МЛ N1+БРИМ АНТИГЛАУ ЭКО 0,002/МЛ 5МЛ N1 терапия глаукомы по специальной цене;Варшавский фармацевтический завод Польфа АО ;579;/product/60b7b6064a3b6760d9e5c012/
МИРЕНА;Байер Ой ;14 136;/product/mirena-20mkg24chasa-sistema-vnmatochnaya-n1-5e32799665b5ab0001659a2c/
МАКМИРОР;Доппель Фармацеутици С.р.Л. ;1 173;/product/makmiror-02-n20-tabl-po-5e326b84f5a9ae0001409d70/
ФЕМОСТОН 1;Эбботт Биолоджикалз Б.В. ;1 149;/product/femoston-1-n28-tabl-pplenoboloch-5e3273e665b5ab00016567fe/
ВЕЛЛЕДИЕН;Лабораториос Леон Фарма С.А. ;1 086;/product/velledien-00025-n28-tabl-5e3273f965b5ab0001656884/
Набор из 3х упаковок ИНДИНОЛ ФОРТО 0,2 N60 КАПС по специальной цене;МираксБиоФарма, АО ;6 520;/product/618a4ce4445fdd92fc8a7836/
ИНДИНОЛ ФОРТО;МираксБиоФарма, АО ;2 557;/product/indinol-forto-02-n60-kaps-5e32638165b5ab000164effb/
ДЖЕС ПЛЮС;Байер Веймар Гмбх и Ко КГ ;1 166;/product/dzhes-plyus-n28-tabl-pplenoboloch-5e3268e8f5a9ae00014089a7/
ФЕМОСТОН 2;Эбботт Биолоджикалз Б.В. ;1 138;/product/femoston-2-n28-tabl-pplenoboloch-5e32754aca7bdc0001932ea6/
ДЖЕС;Байер Веймар Гмбх и Ко КГ ;1 112;/product/dzhes-n28-tabl-pplenoboloch-5e326622f5a9ae0001407006/
ЭЛЬЖИНА;Вертекс Акционерное Общество ;471;/product/elzhina-0565000me000301-n6-tabl-vag-5e3271b6f5a9ae000140cca6/
ДЮФАСТОН;Верофарм АО ;588;/product/dyufaston-001-n20-tabl-pplenoboloch-5e326e5465b5ab00016540f3/
ПИНЕАМИН;ГЕРОФАРМ ООО ;17 328;/product/pineamin-liofiliz-dprigot-r-ra-001-n10-flak-vm-5e326f8e65b5ab0001654d67/
ФЕМОСТОН КОНТИ 5/1;Эбботт Биолоджикалз Б.В. ;1 126;/product/femoston-konti-51-n28-tabl-pplenoboloch-5e32763af5a9ae000140edbd/
Набор  для  продления молодости в период менопаузы. Клималанин & Кудесан;NoData;629;/product/613f19e30020ba90826a4e90/
ПЕРМИКСОН;Пьер Фабр Медикамент Продакшн ;928;/product/permikson-016-n30-kaps-5e32775465b5ab0001658649/
ЗОЭЛИ;Дельфарм Лилль С.А.С./ Мерк Шарп и Доум Б.В. ;1 196;/product/zoeli-0002500015-n28-tabl-pplenoboloch-5e32767aca7bdc0001933917/
Набор Курсовое лечение ВИТАПРОСТ ТАБЛ+ВИТАПРОСТ ФОРТЕ СУППОЗИТОРИИ со скидкой 600 р.;Нижфарм АО ;2 278;/product/6155cf4c1b3ade988e1af65d/
ВИТАПРОСТ ФОРТЕ;Нижфарм АО ;1 427;/product/vitaprost-forte-n10-supp-rekt-5e326aacca7bdc000192dfd5/
ЦИКЛО-ПРОГИНОВА;Байер Веймар Гмбх и Ко КГ ;878;/product/cziklo-proginova-n21-tabl-po-nabor-5e32654565b5ab000164f9c1/
Набор ПРИМАКСЕТИН 0,03 N6 ТАБЛ + СИЛДЕНАФИЛ-ФПО 0,1 N20 ТАБЛ - со скидкой 200 рублей;NoData;1 090;/product/614b06f5e94c7d9a1976ff3a/
МАКМИРОР КОМПЛЕКС;Доппель Фармацеутици С.р.Л. ;939;/product/makmiror-kompleks-200000me05-n8-kaps-vag-5e3269a9ca7bdc000192d7cc/
ЛАКТОЖИНАЛЬ;БИОС ИНДАСТРИ ;932;/product/laktozhinal-n14-flak-kaps-vag-5e327832ca7bdc000193497c/
ЦИСТОН;Хималайя Драг Ко. ;427;/product/cziston-n100-tabl-5e326844ca7bdc000192cd0e/
ТЕРЖИНАН ТАБЛЕТКИ ВАГИНАЛЬНЫЕ;Софартекс ;446;/product/terzhinan-n6-tabl-vag-5e327636ca7bdc00019336f4/
НАБОР КЛОТРИМАЗОЛ-АКРИХИН 1% 20,0 МАЗЬ Д/НАРУЖ ПРИМ закажи 2 упаковки со скидкой 35%;NoData;162;/product/612e456876159ad7a9851d02/
МИРЕНА;Байер Ой ;14 136;/product/mirena-20mkg24chasa-sistema-vnmatochnaya-n1-5e32799665b5ab0001659a2c/
МАКМИРОР;Доппель Фармацеутици С.р.Л. ;1 173;/product/makmiror-02-n20-tabl-po-5e326b84f5a9ae0001409d70/
ФЕМОСТОН 1;Эбботт Биолоджикалз Б.В. ;1 149;/product/femoston-1-n28-tabl-pplenoboloch-5e3273e665b5ab00016567fe/
ВЕЛЛЕДИЕН;Лабораториос Леон Фарма С.А. ;1 086;/product/velledien-00025-n28-tabl-5e3273f965b5ab0001656884/
Набор из 3х упаковок ИНДИНОЛ ФОРТО 0,2 N60 КАПС по специальной цене;МираксБиоФарма, АО ;6 520;/product/618a4ce4445fdd92fc8a7836/
ИНДИНОЛ ФОРТО;МираксБиоФарма, АО ;2 557;/product/indinol-forto-02-n60-kaps-5e32638165b5ab000164effb/
ДЖЕС ПЛЮС;Байер Веймар Гмбх и Ко КГ ;1 166;/product/dzhes-plyus-n28-tabl-pplenoboloch-5e3268e8f5a9ae00014089a7/
ФЕМОСТОН 2;Эбботт Биолоджикалз Б.В. ;1 138;/product/femoston-2-n28-tabl-pplenoboloch-5e32754aca7bdc0001932ea6/
ДЖЕС;Байер Веймар Гмбх и Ко КГ ;1 112;/product/dzhes-n28-tabl-pplenoboloch-5e326622f5a9ae0001407006/
ЭЛЬЖИНА;Вертекс Акционерное Общество ;471;/product/elzhina-0565000me000301-n6-tabl-vag-5e3271b6f5a9ae000140cca6/
ДЮФАСТОН;Верофарм АО ;588;/product/dyufaston-001-n20-tabl-pplenoboloch-5e326e5465b5ab00016540f3/
ПИНЕАМИН;ГЕРОФАРМ ООО ;17 328;/product/pineamin-liofiliz-dprigot-r-ra-001-n10-flak-vm-5e326f8e65b5ab0001654d67/
ФЕМОСТОН КОНТИ 5/1;Эбботт Биолоджикалз Б.В. ;1 126;/product/femoston-konti-51-n28-tabl-pplenoboloch-5e32763af5a9ae000140edbd/
Набор  для  продления молодости в период менопаузы. Клималанин & Кудесан;NoData;629;/product/613f19e30020ba90826a4e90/
ПЕРМИКСОН;Пьер Фабр Медикамент Продакшн ;928;/product/permikson-016-n30-kaps-5e32775465b5ab0001658649/
ЗОЭЛИ;Дельфарм Лилль С.А.С./ Мерк Шарп и Доум Б.В. ;1 196;/product/zoeli-0002500015-n28-tabl-pplenoboloch-5e32767aca7bdc0001933917/
Набор Курсовое лечение ВИТАПРОСТ ТАБЛ+ВИТАПРОСТ ФОРТЕ СУППОЗИТОРИИ со скидкой 600 р.;Нижфарм АО ;2 278;/product/6155cf4c1b3ade988e1af65d/
ВИТАПРОСТ ФОРТЕ;Нижфарм АО ;1 427;/product/vitaprost-forte-n10-supp-rekt-5e326aacca7bdc000192dfd5/
ЦИКЛО-ПРОГИНОВА;Байер Веймар Гмбх и Ко КГ ;878;/product/cziklo-proginova-n21-tabl-po-nabor-5e32654565b5ab000164f9c1/
Набор ПРИМАКСЕТИН 0,03 N6 ТАБЛ + СИЛДЕНАФИЛ-ФПО 0,1 N20 ТАБЛ - со скидкой 200 рублей;NoData;1 090;/product/614b06f5e94c7d9a1976ff3a/
МАКМИРОР КОМПЛЕКС;Доппель Фармацеутици С.р.Л. ;939;/product/makmiror-kompleks-200000me05-n8-kaps-vag-5e3269a9ca7bdc000192d7cc/
ЛАКТОЖИНАЛЬ;БИОС ИНДАСТРИ ;932;/product/laktozhinal-n14-flak-kaps-vag-5e327832ca7bdc000193497c/
ЦИСТОН;Хималайя Драг Ко. ;427;/product/cziston-n100-tabl-5e326844ca7bdc000192cd0e/
ТЕРЖИНАН ТАБЛЕТКИ ВАГИНАЛЬНЫЕ;Софартекс ;446;/product/terzhinan-n6-tabl-vag-5e327636ca7bdc00019336f4/
НАБОР КЛОТРИМАЗОЛ-АКРИХИН 1% 20,0 МАЗЬ Д/НАРУЖ ПРИМ закажи 2 упаковки со скидкой 35%;NoData;162;/product/612e456876159ad7a9851d02/
КЛОТРИМАЗОЛ-АКРИХИН 1% 20,0 МАЗЬ Д/НАРУЖ ПРИМ;Акрихин ХФК АО ;125;/product/klotrimazol-akrixin-1-200-maz-dnaruzh-prim-5e326c76f5a9ae000140a581/
ФЕМОСТОН МИНИ;Эбботт Биолоджикалз Б.В. ;1 161;/product/femoston-mini-0002500005-n28-tab-pplenoboloch-5e3273dc65b5ab00016567c4/
ВИЗАННА;Байер Веймар Гмбх и Ко КГ ;3 166;/product/vizanna-0002-n28-tabl-5e326638ca7bdc000192ba36/
Набор Курсовой прием КЛИМАЛАНИН 0,4 N30 ТАБЛ;КЛИМАЛАНИН ;1 125;/product/613ad8289d1a43c93efbcd14/
Набор Арбидол Максимум + Коделак Бронхо таб 20 - по специальной цене;Фармстандарт-Лексредства ОАО ;661;/product/61554a9da77116803d751023/
Набор Арбидол Максимум 200мг №10 капс. + Максиколд Лор таблетки от боли в горле -  по специальной цене;Фармстандарт-Лексредства ОАО ;758;/product/608c0a27f82a71e720f9aec3/
ФОРАДИЛ КОМБИ;Зигфрид Барбера С.Л,Испания/Фармахеми Б.В.Нидерланды/Новартис Фарма ГмбХ, Германия ;1 386;/product/foradil-kombi-12400mkg-n6060-kaps-s-por-dingustrojstvo-dingalyaczijaerolajzer-61716049e0394b8f6c567a28/
Набор Арбидол 100мг №20 капс. + Максиколд Лор таблетки от боли в горле -  по специальной цене;Фармстандарт-Лексредства ОАО ;756;/product/608c0ae2eb3112b09d850c3b/
